well,depth,temperature,temperature_unc_1sigma,data_type
AST-02,921.2,34.71,0.1,continuous log
AST-02,921.4,34.73,0.1,continuous log
AST-02,921.6,34.71,0.1,continuous log
AST-02,921.8,34.71,0.1,continuous log
AST-02,922,34.71,0.1,continuous log
AST-02,922.2,34.74,0.1,continuous log
AST-02,922.4,34.71,0.1,continuous log
AST-02,922.6,34.71,0.1,continuous log
AST-02,922.8,34.74,0.1,continuous log
AST-02,923,34.76,0.1,continuous log
AST-02,923.2,34.75,0.1,continuous log
AST-02,923.4,34.78,0.1,continuous log
AST-02,923.6,34.76,0.1,continuous log
AST-02,923.8,34.75,0.1,continuous log
AST-02,924,34.78,0.1,continuous log
AST-02,924.2,34.78,0.1,continuous log
AST-02,924.4,34.78,0.1,continuous log
AST-02,924.6,34.79,0.1,continuous log
AST-02,924.8,34.8,0.1,continuous log
AST-02,925,34.81,0.1,continuous log
AST-02,925.2,34.81,0.1,continuous log
AST-02,925.4,34.82,0.1,continuous log
AST-02,925.6,34.82,0.1,continuous log
AST-02,925.8,34.82,0.1,continuous log
AST-02,926,34.85,0.1,continuous log
AST-02,926.2,34.89,0.1,continuous log
AST-02,926.4,34.89,0.1,continuous log
AST-02,926.6,34.89,0.1,continuous log
AST-02,926.8,34.86,0.1,continuous log
AST-02,927,34.89,0.1,continuous log
AST-02,927.2,34.89,0.1,continuous log
AST-02,927.4,34.89,0.1,continuous log
AST-02,927.6,34.92,0.1,continuous log
AST-02,927.8,34.93,0.1,continuous log
AST-02,928,34.93,0.1,continuous log
AST-02,928.2,34.96,0.1,continuous log
AST-02,928.4,34.96,0.1,continuous log
AST-02,928.6,34.96,0.1,continuous log
AST-02,928.8,34.92,0.1,continuous log
AST-02,929,34.96,0.1,continuous log
AST-02,929.2,34.99,0.1,continuous log
AST-02,929.4,34.99,0.1,continuous log
AST-02,929.6,34.96,0.1,continuous log
AST-02,929.8,34.98,0.1,continuous log
AST-02,930,34.99,0.1,continuous log
AST-02,930.2,34.97,0.1,continuous log
AST-02,930.4,34.99,0.1,continuous log
AST-02,930.6,34.99,0.1,continuous log
AST-02,930.8,35.03,0.1,continuous log
AST-02,931,35.03,0.1,continuous log
AST-02,931.2,35.03,0.1,continuous log
AST-02,931.4,35.03,0.1,continuous log
AST-02,931.6,35.06,0.1,continuous log
AST-02,931.8,35.06,0.1,continuous log
AST-02,932,35.06,0.1,continuous log
AST-02,932.2,35.06,0.1,continuous log
AST-02,932.4,35.1,0.1,continuous log
AST-02,932.6,35.1,0.1,continuous log
AST-02,932.8,35.14,0.1,continuous log
AST-02,933,35.14,0.1,continuous log
AST-02,933.2,35.1,0.1,continuous log
AST-02,933.4,35.1,0.1,continuous log
AST-02,933.6,35.1,0.1,continuous log
AST-02,933.8,35.11,0.1,continuous log
AST-02,934,35.14,0.1,continuous log
AST-02,934.2,35.17,0.1,continuous log
AST-02,934.4,35.19,0.1,continuous log
AST-02,934.6,35.17,0.1,continuous log
AST-02,934.8,35.17,0.1,continuous log
AST-02,935,35.17,0.1,continuous log
AST-02,935.2,35.17,0.1,continuous log
AST-02,935.4,35.21,0.1,continuous log
AST-02,935.6,35.21,0.1,continuous log
AST-02,935.8,35.21,0.1,continuous log
AST-02,936,35.22,0.1,continuous log
AST-02,936.2,35.21,0.1,continuous log
AST-02,936.4,35.21,0.1,continuous log
AST-02,936.6,35.21,0.1,continuous log
AST-02,936.8,35.21,0.1,continuous log
AST-02,937,35.26,0.1,continuous log
AST-02,937.2,35.28,0.1,continuous log
AST-02,937.4,35.28,0.1,continuous log
AST-02,937.6,35.28,0.1,continuous log
AST-02,937.8,35.28,0.1,continuous log
AST-02,938,35.28,0.1,continuous log
AST-02,938.2,35.28,0.1,continuous log
AST-02,938.4,35.28,0.1,continuous log
AST-02,938.6,35.31,0.1,continuous log
AST-02,938.8,35.35,0.1,continuous log
AST-02,939,35.35,0.1,continuous log
AST-02,939.2,35.35,0.1,continuous log
AST-02,939.4,35.31,0.1,continuous log
AST-02,939.6,35.35,0.1,continuous log
AST-02,939.8,35.36,0.1,continuous log
AST-02,940,35.37,0.1,continuous log
AST-02,940.2,35.38,0.1,continuous log
AST-02,940.4,35.38,0.1,continuous log
AST-02,940.6,35.38,0.1,continuous log
AST-02,940.8,35.38,0.1,continuous log
AST-02,941,35.42,0.1,continuous log
AST-02,941.2,35.42,0.1,continuous log
AST-02,941.4,35.42,0.1,continuous log
AST-02,941.6,35.42,0.1,continuous log
AST-02,941.8,35.43,0.1,continuous log
AST-02,942,35.42,0.1,continuous log
AST-02,942.2,35.45,0.1,continuous log
AST-02,942.4,35.45,0.1,continuous log
AST-02,942.6,35.42,0.1,continuous log
AST-02,942.8,35.45,0.1,continuous log
AST-02,943,35.42,0.1,continuous log
AST-02,943.2,35.47,0.1,continuous log
AST-02,943.4,35.49,0.1,continuous log
AST-02,943.6,35.49,0.1,continuous log
AST-02,943.8,35.49,0.1,continuous log
AST-02,944,35.49,0.1,continuous log
AST-02,944.2,35.49,0.1,continuous log
AST-02,944.4,35.49,0.1,continuous log
AST-02,944.6,35.49,0.1,continuous log
AST-02,944.8,35.51,0.1,continuous log
AST-02,945,35.52,0.1,continuous log
AST-02,945.2,35.53,0.1,continuous log
AST-02,945.4,35.53,0.1,continuous log
AST-02,945.6,35.53,0.1,continuous log
AST-02,945.8,35.55,0.1,continuous log
AST-02,946,35.53,0.1,continuous log
AST-02,946.2,35.53,0.1,continuous log
AST-02,946.4,35.54,0.1,continuous log
AST-02,946.6,35.53,0.1,continuous log
AST-02,946.8,35.56,0.1,continuous log
AST-02,947,35.56,0.1,continuous log
AST-02,947.2,35.6,0.1,continuous log
AST-02,947.4,35.6,0.1,continuous log
AST-02,947.6,35.6,0.1,continuous log
AST-02,947.8,35.6,0.1,continuous log
AST-02,948,35.6,0.1,continuous log
AST-02,948.2,35.63,0.1,continuous log
AST-02,948.4,35.63,0.1,continuous log
AST-02,948.6,35.63,0.1,continuous log
AST-02,948.8,35.63,0.1,continuous log
AST-02,949,35.63,0.1,continuous log
AST-02,949.2,35.63,0.1,continuous log
AST-02,949.4,35.63,0.1,continuous log
AST-02,949.6,35.65,0.1,continuous log
AST-02,949.8,35.67,0.1,continuous log
AST-02,950,35.68,0.1,continuous log
AST-02,950.2,35.7,0.1,continuous log
AST-02,950.4,35.7,0.1,continuous log
AST-02,950.6,35.7,0.1,continuous log
AST-02,950.8,35.7,0.1,continuous log
AST-02,951,35.74,0.1,continuous log
AST-02,951.2,35.74,0.1,continuous log
AST-02,951.4,35.74,0.1,continuous log
AST-02,951.6,35.74,0.1,continuous log
AST-02,951.8,35.74,0.1,continuous log
AST-02,952,35.74,0.1,continuous log
AST-02,952.2,35.74,0.1,continuous log
AST-02,952.4,35.77,0.1,continuous log
AST-02,952.6,35.81,0.1,continuous log
AST-02,952.8,35.81,0.1,continuous log
AST-02,953,35.81,0.1,continuous log
AST-02,953.2,35.81,0.1,continuous log
AST-02,953.4,35.81,0.1,continuous log
AST-02,953.6,35.81,0.1,continuous log
AST-02,953.8,35.85,0.1,continuous log
AST-02,954,35.85,0.1,continuous log
AST-02,954.2,35.88,0.1,continuous log
AST-02,954.4,35.85,0.1,continuous log
AST-02,954.6,35.85,0.1,continuous log
AST-02,954.8,35.85,0.1,continuous log
AST-02,955,35.85,0.1,continuous log
AST-02,955.2,35.85,0.1,continuous log
AST-02,955.4,35.88,0.1,continuous log
AST-02,955.6,35.88,0.1,continuous log
AST-02,955.8,35.92,0.1,continuous log
AST-02,956,35.92,0.1,continuous log
AST-02,956.2,35.91,0.1,continuous log
AST-02,956.4,35.92,0.1,continuous log
AST-02,956.6,35.92,0.1,continuous log
AST-02,956.8,35.92,0.1,continuous log
AST-02,957,35.92,0.1,continuous log
AST-02,957.2,35.89,0.1,continuous log
AST-02,957.4,35.95,0.1,continuous log
AST-02,957.6,35.95,0.1,continuous log
AST-02,957.8,35.95,0.1,continuous log
AST-02,958,35.95,0.1,continuous log
AST-02,958.2,35.95,0.1,continuous log
AST-02,958.4,35.95,0.1,continuous log
AST-02,958.6,35.95,0.1,continuous log
AST-02,958.8,35.95,0.1,continuous log
AST-02,959,35.95,0.1,continuous log
AST-02,959.2,35.99,0.1,continuous log
AST-02,959.4,36.02,0.1,continuous log
AST-02,959.6,36.02,0.1,continuous log
AST-02,959.8,36.02,0.1,continuous log
AST-02,960,36.02,0.1,continuous log
AST-02,960.2,36.02,0.1,continuous log
AST-02,960.4,36.02,0.1,continuous log
AST-02,960.6,36.05,0.1,continuous log
AST-02,960.8,36.06,0.1,continuous log
AST-02,961,36.06,0.1,continuous log
AST-02,961.2,36.06,0.1,continuous log
AST-02,961.4,36.06,0.1,continuous log
AST-02,961.6,36.06,0.1,continuous log
AST-02,961.8,36.06,0.1,continuous log
AST-02,962,36.07,0.1,continuous log
AST-02,962.2,36.13,0.1,continuous log
AST-02,962.4,36.12,0.1,continuous log
AST-02,962.6,36.11,0.1,continuous log
AST-02,962.8,36.09,0.1,continuous log
AST-02,963,36.09,0.1,continuous log
AST-02,963.2,36.09,0.1,continuous log
AST-02,963.4,36.1,0.1,continuous log
AST-02,963.6,36.13,0.1,continuous log
AST-02,963.8,36.17,0.1,continuous log
AST-02,964,36.17,0.1,continuous log
AST-02,964.2,36.17,0.1,continuous log
AST-02,964.4,36.17,0.1,continuous log
AST-02,964.6,36.2,0.1,continuous log
AST-02,964.8,36.19,0.1,continuous log
AST-02,965,36.17,0.1,continuous log
AST-02,965.2,36.17,0.1,continuous log
AST-02,965.4,36.17,0.1,continuous log
AST-02,965.6,36.21,0.1,continuous log
AST-02,965.8,36.24,0.1,continuous log
AST-02,966,36.24,0.1,continuous log
AST-02,966.2,36.24,0.1,continuous log
AST-02,966.4,36.24,0.1,continuous log
AST-02,966.6,36.24,0.1,continuous log
AST-02,966.8,36.24,0.1,continuous log
AST-02,967,36.27,0.1,continuous log
AST-02,967.2,36.27,0.1,continuous log
AST-02,967.4,36.27,0.1,continuous log
AST-02,967.6,36.27,0.1,continuous log
AST-02,967.8,36.27,0.1,continuous log
AST-02,968,36.27,0.1,continuous log
AST-02,968.2,36.27,0.1,continuous log
AST-02,968.4,36.31,0.1,continuous log
AST-02,968.6,36.34,0.1,continuous log
AST-02,968.8,36.34,0.1,continuous log
AST-02,969,36.34,0.1,continuous log
AST-02,969.2,36.34,0.1,continuous log
AST-02,969.4,36.34,0.1,continuous log
AST-02,969.6,36.34,0.1,continuous log
AST-02,969.8,36.36,0.1,continuous log
AST-02,970,36.4,0.1,continuous log
AST-02,970.2,36.44,0.1,continuous log
AST-02,970.4,36.45,0.1,continuous log
AST-02,970.6,36.45,0.1,continuous log
AST-02,970.8,36.4,0.1,continuous log
AST-02,971,36.45,0.1,continuous log
AST-02,971.2,36.45,0.1,continuous log
AST-02,971.4,36.46,0.1,continuous log
AST-02,971.6,36.48,0.1,continuous log
AST-02,971.8,36.48,0.1,continuous log
AST-02,972,36.48,0.1,continuous log
AST-02,972.2,36.48,0.1,continuous log
AST-02,972.4,36.48,0.1,continuous log
AST-02,972.6,36.48,0.1,continuous log
AST-02,972.8,36.52,0.1,continuous log
AST-02,973,36.48,0.1,continuous log
AST-02,973.2,36.48,0.1,continuous log
AST-02,973.4,36.48,0.1,continuous log
AST-02,973.6,36.48,0.1,continuous log
AST-02,973.8,36.52,0.1,continuous log
AST-02,974,36.48,0.1,continuous log
AST-02,974.2,36.49,0.1,continuous log
AST-02,974.4,36.48,0.1,continuous log
AST-02,974.6,36.62,0.1,continuous log
AST-02,974.8,36.66,0.1,continuous log
AST-02,975,36.61,0.1,continuous log
AST-02,975.2,36.57,0.1,continuous log
AST-02,975.4,36.52,0.1,continuous log
AST-02,975.6,36.52,0.1,continuous log
AST-02,975.8,36.52,0.1,continuous log
AST-02,976,36.59,0.1,continuous log
AST-02,976.2,36.57,0.1,continuous log
AST-02,976.4,36.59,0.1,continuous log
AST-02,976.6,36.56,0.1,continuous log
AST-02,976.8,36.56,0.1,continuous log
AST-02,977,36.6,0.1,continuous log
AST-02,977.2,36.66,0.1,continuous log
AST-02,977.4,36.66,0.1,continuous log
AST-02,977.6,36.63,0.1,continuous log
AST-02,977.8,36.63,0.1,continuous log
AST-02,978,36.63,0.1,continuous log
AST-02,978.2,36.63,0.1,continuous log
AST-02,978.4,36.63,0.1,continuous log
AST-02,978.6,36.67,0.1,continuous log
AST-02,978.8,36.7,0.1,continuous log
AST-02,979,36.7,0.1,continuous log
AST-02,979.2,36.7,0.1,continuous log
AST-02,979.4,36.7,0.1,continuous log
AST-02,979.6,36.7,0.1,continuous log
AST-02,979.8,36.73,0.1,continuous log
AST-02,980,36.73,0.1,continuous log
AST-02,980.2,36.73,0.1,continuous log
AST-02,980.4,36.73,0.1,continuous log
AST-02,980.6,36.73,0.1,continuous log
AST-02,980.8,36.73,0.1,continuous log
AST-02,981,36.73,0.1,continuous log
AST-02,981.2,36.73,0.1,continuous log
AST-02,981.4,36.75,0.1,continuous log
AST-02,981.6,36.73,0.1,continuous log
AST-02,981.8,36.77,0.1,continuous log
AST-02,982,36.77,0.1,continuous log
AST-02,982.2,36.73,0.1,continuous log
AST-02,982.4,36.73,0.1,continuous log
AST-02,982.6,36.73,0.1,continuous log
AST-02,982.8,36.77,0.1,continuous log
AST-02,983,36.73,0.1,continuous log
AST-02,983.2,36.77,0.1,continuous log
AST-02,983.4,36.79,0.1,continuous log
AST-02,983.6,36.84,0.1,continuous log
AST-02,983.8,36.78,0.1,continuous log
AST-02,984,36.8,0.1,continuous log
AST-02,984.2,36.77,0.1,continuous log
AST-02,984.4,36.81,0.1,continuous log
AST-02,984.6,36.82,0.1,continuous log
AST-02,984.8,36.77,0.1,continuous log
AST-02,985,36.84,0.1,continuous log
AST-02,985.2,36.91,0.1,continuous log
AST-02,985.4,36.95,0.1,continuous log
AST-02,985.6,36.95,0.1,continuous log
AST-02,985.8,36.95,0.1,continuous log
AST-02,986,36.96,0.1,continuous log
AST-02,986.2,36.98,0.1,continuous log
AST-02,986.4,37.02,0.1,continuous log
AST-02,986.6,36.98,0.1,continuous log
AST-02,986.8,36.98,0.1,continuous log
AST-02,987,36.98,0.1,continuous log
AST-02,987.2,36.98,0.1,continuous log
AST-02,987.4,37.02,0.1,continuous log
AST-02,987.6,37.02,0.1,continuous log
AST-02,987.8,37.02,0.1,continuous log
AST-02,988,37.02,0.1,continuous log
AST-02,988.2,37.02,0.1,continuous log
AST-02,988.4,37.02,0.1,continuous log
AST-02,988.6,37.02,0.1,continuous log
AST-02,988.8,37.02,0.1,continuous log
AST-02,989,37.02,0.1,continuous log
AST-02,989.2,37.09,0.1,continuous log
AST-02,989.4,37.09,0.1,continuous log
AST-02,989.6,37.1,0.1,continuous log
AST-02,989.8,37.12,0.1,continuous log
AST-02,990,37.12,0.1,continuous log
AST-02,990.2,37.12,0.1,continuous log
AST-02,990.4,37.09,0.1,continuous log
AST-02,990.6,37.1,0.1,continuous log
AST-02,990.8,37.12,0.1,continuous log
AST-02,991,37.16,0.1,continuous log
AST-02,991.2,37.16,0.1,continuous log
AST-02,991.4,37.16,0.1,continuous log
AST-02,991.6,37.16,0.1,continuous log
AST-02,991.8,37.16,0.1,continuous log
AST-02,992,37.16,0.1,continuous log
AST-02,992.2,37.19,0.1,continuous log
AST-02,992.4,37.22,0.1,continuous log
AST-02,992.6,37.23,0.1,continuous log
AST-02,992.8,37.19,0.1,continuous log
AST-02,993,37.23,0.1,continuous log
AST-02,993.2,37.26,0.1,continuous log
AST-02,993.4,37.23,0.1,continuous log
AST-02,993.6,37.23,0.1,continuous log
AST-02,993.8,37.27,0.1,continuous log
AST-02,994,37.27,0.1,continuous log
AST-02,994.2,37.27,0.1,continuous log
AST-02,994.4,37.27,0.1,continuous log
AST-02,994.6,37.27,0.1,continuous log
AST-02,994.8,37.28,0.1,continuous log
AST-02,995,37.29,0.1,continuous log
AST-02,995.2,37.3,0.1,continuous log
AST-02,995.4,37.3,0.1,continuous log
AST-02,995.6,37.3,0.1,continuous log
AST-02,995.8,37.3,0.1,continuous log
AST-02,996,37.3,0.1,continuous log
AST-02,996.2,37.3,0.1,continuous log
AST-02,996.4,37.3,0.1,continuous log
AST-02,996.6,37.3,0.1,continuous log
AST-02,996.8,37.31,0.1,continuous log
AST-02,997,37.34,0.1,continuous log
AST-02,997.2,37.34,0.1,continuous log
AST-02,997.4,37.34,0.1,continuous log
AST-02,997.6,37.36,0.1,continuous log
AST-02,997.8,37.34,0.1,continuous log
AST-02,998,37.37,0.1,continuous log
AST-02,998.2,37.34,0.1,continuous log
AST-02,998.4,37.37,0.1,continuous log
AST-02,998.6,37.39,0.1,continuous log
AST-02,998.8,37.41,0.1,continuous log
AST-02,999,37.41,0.1,continuous log
AST-02,999.2,37.41,0.1,continuous log
AST-02,999.4,37.41,0.1,continuous log
AST-02,999.6,37.44,0.1,continuous log
AST-02,999.8,37.43,0.1,continuous log
AST-02,1000,37.42,0.1,continuous log
AST-02,1000.2,37.42,0.1,continuous log
AST-02,1000.4,37.41,0.1,continuous log
AST-02,1000.6,37.44,0.1,continuous log
AST-02,1000.8,37.48,0.1,continuous log
AST-02,1001,37.48,0.1,continuous log
AST-02,1001.2,37.48,0.1,continuous log
AST-02,1001.4,37.48,0.1,continuous log
AST-02,1001.6,37.48,0.1,continuous log
AST-02,1001.8,37.48,0.1,continuous log
AST-02,1002,37.48,0.1,continuous log
AST-02,1002.2,37.51,0.1,continuous log
AST-02,1002.4,37.51,0.1,continuous log
AST-02,1002.6,37.51,0.1,continuous log
AST-02,1002.8,37.51,0.1,continuous log
AST-02,1003,37.51,0.1,continuous log
AST-02,1003.2,37.55,0.1,continuous log
AST-02,1003.4,37.59,0.1,continuous log
AST-02,1003.6,37.59,0.1,continuous log
AST-02,1003.8,37.59,0.1,continuous log
AST-02,1004,37.58,0.1,continuous log
AST-02,1004.2,37.59,0.1,continuous log
AST-02,1004.4,37.56,0.1,continuous log
AST-02,1004.6,37.59,0.1,continuous log
AST-02,1004.8,37.6,0.1,continuous log
AST-02,1005,37.61,0.1,continuous log
AST-02,1005.2,37.62,0.1,continuous log
AST-02,1005.4,37.66,0.1,continuous log
AST-02,1005.6,37.66,0.1,continuous log
AST-02,1005.8,37.61,0.1,continuous log
AST-02,1006,37.62,0.1,continuous log
AST-02,1006.2,37.69,0.1,continuous log
AST-02,1006.4,37.69,0.1,continuous log
AST-02,1006.6,37.69,0.1,continuous log
AST-02,1006.8,37.69,0.1,continuous log
AST-02,1007,37.69,0.1,continuous log
AST-02,1007.2,37.69,0.1,continuous log
AST-02,1007.4,37.67,0.1,continuous log
AST-02,1007.6,37.69,0.1,continuous log
AST-02,1007.8,37.69,0.1,continuous log
AST-02,1008,37.71,0.1,continuous log
AST-02,1008.2,37.73,0.1,continuous log
AST-02,1008.4,37.73,0.1,continuous log
AST-02,1008.6,37.73,0.1,continuous log
AST-02,1008.8,37.73,0.1,continuous log
AST-02,1009,37.73,0.1,continuous log
AST-02,1009.2,37.73,0.1,continuous log
AST-02,1009.4,37.73,0.1,continuous log
AST-02,1009.6,37.77,0.1,continuous log
AST-02,1009.8,37.78,0.1,continuous log
AST-02,1010,37.79,0.1,continuous log
AST-02,1010.2,37.8,0.1,continuous log
AST-02,1010.4,37.8,0.1,continuous log
AST-02,1010.6,37.8,0.1,continuous log
AST-02,1010.8,37.8,0.1,continuous log
AST-02,1011,37.83,0.1,continuous log
AST-02,1011.2,37.83,0.1,continuous log
AST-02,1011.4,37.83,0.1,continuous log
AST-02,1011.6,37.85,0.1,continuous log
AST-02,1011.8,37.84,0.1,continuous log
AST-02,1012,37.85,0.1,continuous log
AST-02,1012.2,37.87,0.1,continuous log
AST-02,1012.4,37.87,0.1,continuous log
AST-02,1012.6,37.87,0.1,continuous log
AST-02,1012.8,37.87,0.1,continuous log
AST-02,1013,37.87,0.1,continuous log
AST-02,1013.2,37.87,0.1,continuous log
AST-02,1013.4,37.87,0.1,continuous log
AST-02,1013.6,37.91,0.1,continuous log
AST-02,1013.8,37.94,0.1,continuous log
AST-02,1014,37.94,0.1,continuous log
AST-02,1014.2,37.94,0.1,continuous log
AST-02,1014.4,37.94,0.1,continuous log
AST-02,1014.6,37.94,0.1,continuous log
AST-02,1014.8,37.94,0.1,continuous log
AST-02,1015,37.94,0.1,continuous log
AST-02,1015.2,37.98,0.1,continuous log
AST-02,1015.4,37.98,0.1,continuous log
AST-02,1015.6,37.98,0.1,continuous log
AST-02,1015.8,37.98,0.1,continuous log
AST-02,1016,37.98,0.1,continuous log
AST-02,1016.2,37.98,0.1,continuous log
AST-02,1016.4,37.98,0.1,continuous log
AST-02,1016.6,38.01,0.1,continuous log
AST-02,1016.8,38.03,0.1,continuous log
AST-02,1017,38.05,0.1,continuous log
AST-02,1017.2,38.05,0.1,continuous log
AST-02,1017.4,38.05,0.1,continuous log
AST-02,1017.6,38.04,0.1,continuous log
AST-02,1017.8,38.03,0.1,continuous log
AST-02,1018,38.05,0.1,continuous log
AST-02,1018.2,38.08,0.1,continuous log
AST-02,1018.4,38.08,0.1,continuous log
AST-02,1018.6,38.08,0.1,continuous log
AST-02,1018.8,38.05,0.1,continuous log
AST-02,1019,38.08,0.1,continuous log
AST-02,1019.2,38.08,0.1,continuous log
AST-02,1019.4,38.1,0.1,continuous log
AST-02,1019.6,38.15,0.1,continuous log
AST-02,1019.8,38.15,0.1,continuous log
AST-02,1020,38.15,0.1,continuous log
AST-02,1020.2,38.15,0.1,continuous log
AST-02,1020.4,38.15,0.1,continuous log
AST-02,1020.6,38.15,0.1,continuous log
AST-02,1020.8,38.19,0.1,continuous log
AST-02,1021,38.19,0.1,continuous log
AST-02,1021.2,38.19,0.1,continuous log
AST-02,1021.4,38.19,0.1,continuous log
AST-02,1021.6,38.22,0.1,continuous log
AST-02,1021.8,38.23,0.1,continuous log
AST-02,1022,38.26,0.1,continuous log
AST-02,1022.2,38.26,0.1,continuous log
AST-02,1022.4,38.26,0.1,continuous log
AST-02,1022.6,38.26,0.1,continuous log
AST-02,1022.8,38.26,0.1,continuous log
AST-02,1023,38.28,0.1,continuous log
AST-02,1023.2,38.3,0.1,continuous log
AST-02,1023.4,38.3,0.1,continuous log
AST-02,1023.6,38.3,0.1,continuous log
AST-02,1023.8,38.3,0.1,continuous log
AST-02,1024,38.3,0.1,continuous log
AST-02,1024.2,38.3,0.1,continuous log
AST-02,1024.4,38.33,0.1,continuous log
AST-02,1024.6,38.34,0.1,continuous log
AST-02,1024.8,38.35,0.1,continuous log
AST-02,1025,38.36,0.1,continuous log
AST-02,1025.2,38.37,0.1,continuous log
AST-02,1025.4,38.33,0.1,continuous log
AST-02,1025.6,38.37,0.1,continuous log
AST-02,1025.8,38.37,0.1,continuous log
AST-02,1026,38.37,0.1,continuous log
AST-02,1026.2,38.4,0.1,continuous log
AST-02,1026.4,38.4,0.1,continuous log
AST-02,1026.6,38.4,0.1,continuous log
AST-02,1026.8,38.4,0.1,continuous log
AST-02,1027,38.4,0.1,continuous log
AST-02,1027.2,38.4,0.1,continuous log
AST-02,1027.4,38.44,0.1,continuous log
AST-02,1027.6,38.47,0.1,continuous log
AST-02,1027.8,38.47,0.1,continuous log
AST-02,1028,38.44,0.1,continuous log
AST-02,1028.2,38.44,0.1,continuous log
AST-02,1028.4,38.44,0.1,continuous log
AST-02,1028.6,38.47,0.1,continuous log
AST-02,1028.8,38.47,0.1,continuous log
AST-02,1029,38.47,0.1,continuous log
AST-02,1029.2,38.51,0.1,continuous log
AST-02,1029.4,38.51,0.1,continuous log
AST-02,1029.6,38.51,0.1,continuous log
AST-02,1029.8,38.53,0.1,continuous log
AST-02,1030,38.55,0.1,continuous log
AST-02,1030.2,38.57,0.1,continuous log
AST-02,1030.4,38.58,0.1,continuous log
AST-02,1030.6,38.58,0.1,continuous log
AST-02,1030.8,38.56,0.1,continuous log
AST-02,1031,38.61,0.1,continuous log
AST-02,1031.2,38.62,0.1,continuous log
AST-02,1031.4,38.62,0.1,continuous log
AST-02,1031.6,38.62,0.1,continuous log
AST-02,1031.8,38.62,0.1,continuous log
AST-02,1032,38.62,0.1,continuous log
AST-02,1032.2,38.65,0.1,continuous log
AST-02,1032.4,38.65,0.1,continuous log
AST-02,1032.6,38.65,0.1,continuous log
AST-02,1032.8,38.65,0.1,continuous log
AST-02,1033,38.65,0.1,continuous log
AST-02,1033.2,38.65,0.1,continuous log
AST-02,1033.4,38.7,0.1,continuous log
AST-02,1033.6,38.72,0.1,continuous log
AST-02,1033.8,38.72,0.1,continuous log
AST-02,1034,38.72,0.1,continuous log
AST-02,1034.2,38.72,0.1,continuous log
AST-02,1034.4,38.72,0.1,continuous log
AST-02,1034.6,38.75,0.1,continuous log
AST-02,1034.8,38.77,0.1,continuous log
AST-02,1035,38.78,0.1,continuous log
AST-02,1035.2,38.79,0.1,continuous log
AST-02,1035.4,38.79,0.1,continuous log
AST-02,1035.6,38.79,0.1,continuous log
AST-02,1035.8,38.79,0.1,continuous log
AST-02,1036,38.81,0.1,continuous log
AST-02,1036.2,38.83,0.1,continuous log
AST-02,1036.4,38.83,0.1,continuous log
AST-02,1036.6,38.83,0.1,continuous log
AST-02,1036.8,38.83,0.1,continuous log
AST-02,1037,38.83,0.1,continuous log
AST-02,1037.2,38.85,0.1,continuous log
AST-02,1037.4,38.86,0.1,continuous log
AST-02,1037.6,38.86,0.1,continuous log
AST-02,1037.8,38.86,0.1,continuous log
AST-02,1038,38.9,0.1,continuous log
AST-02,1038.2,38.9,0.1,continuous log
AST-02,1038.4,38.9,0.1,continuous log
AST-02,1038.6,38.93,0.1,continuous log
AST-02,1038.8,38.97,0.1,continuous log
AST-02,1039,38.97,0.1,continuous log
AST-02,1039.2,38.97,0.1,continuous log
AST-02,1039.4,38.97,0.1,continuous log
AST-02,1039.6,38.97,0.1,continuous log
AST-02,1039.8,38.99,0.1,continuous log
AST-02,1040,39.01,0.1,continuous log
AST-02,1040.2,39.04,0.1,continuous log
AST-02,1040.4,39.04,0.1,continuous log
AST-02,1040.6,39.03,0.1,continuous log
AST-02,1040.8,39.01,0.1,continuous log
AST-02,1041,39.01,0.1,continuous log
AST-02,1041.2,39.01,0.1,continuous log
AST-02,1041.4,39.01,0.1,continuous log
AST-02,1041.6,39.01,0.1,continuous log
AST-02,1041.8,39.04,0.1,continuous log
AST-02,1042,39.05,0.1,continuous log
AST-02,1042.2,39.04,0.1,continuous log
AST-02,1042.4,39.04,0.1,continuous log
AST-02,1042.6,39.04,0.1,continuous log
AST-02,1042.8,39.08,0.1,continuous log
AST-02,1043,39.08,0.1,continuous log
AST-02,1043.2,39.08,0.1,continuous log
AST-02,1043.4,39.13,0.1,continuous log
AST-02,1043.6,39.11,0.1,continuous log
AST-02,1043.8,39.12,0.1,continuous log
AST-02,1044,39.15,0.1,continuous log
AST-02,1044.2,39.14,0.1,continuous log
AST-02,1044.4,39.15,0.1,continuous log
AST-02,1044.6,39.15,0.1,continuous log
AST-02,1044.8,39.16,0.1,continuous log
AST-02,1045,39.17,0.1,continuous log
AST-02,1045.2,39.18,0.1,continuous log
AST-02,1045.4,39.18,0.1,continuous log
AST-02,1045.6,39.18,0.1,continuous log
AST-02,1045.8,39.22,0.1,continuous log
AST-02,1046,39.24,0.1,continuous log
AST-02,1046.2,39.25,0.1,continuous log
AST-02,1046.4,39.25,0.1,continuous log
AST-02,1046.6,39.25,0.1,continuous log
AST-02,1046.8,39.25,0.1,continuous log
AST-02,1047,39.27,0.1,continuous log
AST-02,1047.2,39.29,0.1,continuous log
AST-02,1047.4,39.26,0.1,continuous log
AST-02,1047.6,39.28,0.1,continuous log
AST-02,1047.8,39.29,0.1,continuous log
AST-02,1048,39.29,0.1,continuous log
